purchase_date,ingredient,quantity,unit,cost_per_unit,total_cost,expiration_date,shelf_life_days,days_until_expiration,alert_level
2026-03-09,Chocolate Syrup,9.8,liter,220.0,2156.0,2026-06-07,90,,
2026-03-10,Chicken,4.6,kg,220.0,1012.0,2026-03-14,4,,
2026-03-13,Coffee Beans,8.8,kg,850.0,7480.0,2026-05-12,60,,
2026-03-13,Oreo,6.0,pack,95.0,570.0,2026-07-11,120,,
2026-03-14,Milk,8.4,liter,90.0,756.0,2026-03-21,7,,
2026-03-14,Caramel Syrup,6.6,liter,210.0,1386.0,2026-06-12,90,,
2026-03-14,Strawberry,4.6,kg,180.0,828.0,2026-03-19,5,,
2026-03-15,Chicken,9.3,kg,220.0,2046.0,2026-03-19,4,,
2026-03-16,Fresh Cream,6.5,liter,180.0,1170.0,2026-03-26,10,,
2026-03-16,Cheese,8.8,kg,380.0,3344.0,2026-04-06,21,,
2026-03-17,Matcha Powder,7.4,kg,950.0,7030.0,2026-09-13,180,,
2026-03-18,Oreo,15.0,pack,95.0,1425.0,2026-07-16,120,,
2026-03-18,Potatoes,7.6,kg,70.0,532.0,2026-04-01,14,,
2026-03-19,Chocolate Syrup,7.6,liter,220.0,1672.0,2026-06-17,90,,
2026-03-19,Bread,15.0,pack,75.0,1125.0,2026-03-23,4,,
2026-03-20,Coffee Beans,11.0,kg,850.0,9350.0,2026-05-19,60,,
2026-03-20,Milk,6.8,liter,90.0,612.0,2026-03-27,7,,
2026-03-20,Caramel Syrup,12.0,liter,210.0,2520.0,2026-06-18,90,,
2026-03-20,Chicken,6.2,kg,220.0,1364.0,2026-03-24,4,,
2026-03-20,Noodles,4.0,pack,60.0,240.0,2026-04-19,30,,
2026-03-21,Strawberry,4.6,kg,180.0,828.0,2026-03-26,5,,
2026-03-23,Oreo,14.0,pack,95.0,1330.0,2026-07-21,120,,
2026-03-25,Chicken,7.2,kg,220.0,1584.0,2026-03-29,4,,
2026-03-26,Milk,8.1,liter,90.0,729.0,2026-04-02,7,,
2026-03-26,Caramel Syrup,10.0,liter,210.0,2100.0,2026-06-24,90,,
2026-03-27,Coffee Beans,5.3,kg,850.0,4505.0,2026-05-26,60,,
2026-03-28,Oreo,4.0,pack,95.0,380.0,2026-07-26,120,,
2026-03-28,Strawberry,5.1,kg,180.0,918.0,2026-04-02,5,,
2026-03-29,Chocolate Syrup,8.9,liter,220.0,1958.0,2026-06-27,90,,
2026-03-30,Fresh Cream,10.3,liter,180.0,1854.0,2026-04-09,10,,
2026-03-30,Chicken,4.3,kg,220.0,946.0,2026-04-03,4,,
2026-03-30,Cheese,4.5,kg,380.0,1710.0,2026-04-20,21,,
2026-03-31,Matcha Powder,10.2,kg,950.0,9690.0,2026-09-27,180,,
2026-04-01,Milk,6.9,liter,90.0,621.0,2026-04-08,7,,
2026-04-01,Caramel Syrup,7.1,liter,210.0,1491.0,2026-06-30,90,,
2026-04-01,Potatoes,8.5,kg,70.0,595.0,2026-04-15,14,,
2026-04-02,Oreo,13.0,pack,95.0,1235.0,2026-07-31,120,,
2026-04-02,Bread,6.0,pack,75.0,450.0,2026-04-06,4,,
2026-04-03,Coffee Beans,9.4,kg,850.0,7990.0,2026-06-02,60,,
2026-04-03,Noodles,9.0,pack,60.0,540.0,2026-05-03,30,,
2026-04-04,Strawberry,7.0,kg,180.0,1260.0,2026-04-09,5,,
2026-04-04,Chicken,10.1,kg,220.0,2222.0,2026-04-08,4,,
2026-04-07,Milk,8.6,liter,90.0,774.0,2026-04-14,7,,
2026-04-07,Caramel Syrup,8.2,liter,210.0,1722.0,2026-07-06,90,,
2026-04-07,Oreo,10.0,pack,95.0,950.0,2026-08-05,120,,
2026-04-08,Chocolate Syrup,6.5,liter,220.0,1430.0,2026-07-07,90,,
2026-04-09,Chicken,6.2,kg,220.0,1364.0,2026-04-13,4,,
2026-04-10,Coffee Beans,11.7,kg,850.0,9945.0,2026-06-09,60,,
2026-04-11,Strawberry,4.2,kg,180.0,756.0,2026-04-16,5,,
2026-04-12,Oreo,6.0,pack,95.0,570.0,2026-08-10,120,,
2026-04-13,Milk,8.0,liter,90.0,720.0,2026-04-20,7,,
2026-04-13,Fresh Cream,7.1,liter,180.0,1278.0,2026-04-23,10,,
2026-04-13,Caramel Syrup,8.5,liter,210.0,1785.0,2026-07-12,90,,
2026-04-13,Cheese,6.1,kg,380.0,2318.0,2026-05-04,21,,
2026-04-14,Matcha Powder,6.1,kg,950.0,5795.0,2026-10-11,180,,
2026-04-14,Chicken,7.6,kg,220.0,1672.0,2026-04-18,4,,
2026-04-15,Potatoes,12.0,kg,70.0,840.0,2026-04-29,14,,
2026-04-16,Bread,8.0,pack,75.0,600.0,2026-04-20,4,,
2026-04-17,Coffee Beans,9.6,kg,850.0,8160.0,2026-06-16,60,,
2026-04-17,Oreo,11.0,pack,95.0,1045.0,2026-08-15,120,,
2026-04-17,Noodles,7.0,pack,60.0,420.0,2026-05-17,30,,
2026-04-18,Chocolate Syrup,5.0,liter,220.0,1100.0,2026-07-17,90,,
2026-04-18,Strawberry,10.8,kg,180.0,1944.0,2026-04-23,5,,
2026-04-19,Milk,7.6,liter,90.0,684.0,2026-04-26,7,,
2026-04-19,Caramel Syrup,11.2,liter,210.0,2352.0,2026-07-18,90,,
2026-04-19,Chicken,7.6,kg,220.0,1672.0,2026-04-23,4,,
2026-04-22,Oreo,5.0,pack,95.0,475.0,2026-08-20,120,,
2026-04-24,Coffee Beans,10.5,kg,850.0,8925.0,2026-06-23,60,,
2026-04-24,Chicken,11.7,kg,220.0,2574.0,2026-04-28,4,,
2026-04-25,Milk,11.9,liter,90.0,1071.0,2026-05-02,7,,
2026-04-25,Caramel Syrup,9.3,liter,210.0,1953.0,2026-07-24,90,,
2026-04-25,Strawberry,9.7,kg,180.0,1746.0,2026-04-30,5,,
2026-04-27,Fresh Cream,8.4,liter,180.0,1512.0,2026-05-07,10,,
2026-04-27,Oreo,8.0,pack,95.0,760.0,2026-08-25,120,,
2026-04-27,Cheese,11.1,kg,380.0,4218.0,2026-05-18,21,,
2026-04-28,Chocolate Syrup,10.8,liter,220.0,2376.0,2026-07-27,90,,
2026-04-28,Matcha Powder,9.7,kg,950.0,9215.0,2026-10-25,180,,
2026-04-29,Chicken,11.4,kg,220.0,2508.0,2026-05-03,4,,
2026-04-29,Potatoes,9.1,kg,70.0,637.0,2026-05-13,14,,
2026-04-30,Bread,9.0,pack,75.0,675.0,2026-05-04,4,,
2026-05-01,Coffee Beans,8.1,kg,850.0,6885.0,2026-06-30,60,,
2026-05-01,Milk,5.0,liter,90.0,450.0,2026-05-08,7,,
2026-05-01,Caramel Syrup,5.6,liter,210.0,1176.0,2026-07-30,90,,
2026-05-01,Noodles,6.0,pack,60.0,360.0,2026-05-31,30,,
2026-05-02,Oreo,7.0,pack,95.0,665.0,2026-08-30,120,,
2026-05-02,Strawberry,10.3,kg,180.0,1854.0,2026-05-07,5,,
2026-05-04,Chicken,4.2,kg,220.0,924.0,2026-05-08,4,,
2026-05-07,Milk,8.4,liter,90.0,756.0,2026-05-14,7,,
2026-05-07,Caramel Syrup,7.0,liter,210.0,1470.0,2026-08-05,90,,
2026-05-07,Oreo,12.0,pack,95.0,1140.0,2026-09-04,120,,
2026-05-08,Coffee Beans,5.0,kg,850.0,4250.0,2026-07-07,60,,
2026-05-08,Chocolate Syrup,11.1,liter,220.0,2442.0,2026-08-06,90,,
2026-05-09,Strawberry,4.5,kg,180.0,810.0,2026-05-14,5,,
2026-05-09,Chicken,7.2,kg,220.0,1584.0,2026-05-13,4,,
2026-05-11,Fresh Cream,9.7,liter,180.0,1746.0,2026-05-21,10,,
2026-05-11,Cheese,7.8,kg,380.0,2964.0,2026-06-01,21,,
2026-05-12,Oreo,10.0,pack,95.0,950.0,2026-09-09,120,,
2026-05-12,Matcha Powder,10.2,kg,950.0,9690.0,2026-11-08,180,,
2026-05-13,Milk,10.6,liter,90.0,954.0,2026-05-20,7,,
2026-05-13,Caramel Syrup,4.6,liter,210.0,966.0,2026-08-11,90,,
2026-05-13,Potatoes,11.8,kg,70.0,826.0,2026-05-27,14,,
2026-05-14,Chicken,9.1,kg,220.0,2002.0,2026-05-18,4,,
2026-05-14,Bread,11.0,pack,75.0,825.0,2026-05-18,4,,
2026-05-15,Coffee Beans,7.7,kg,850.0,6545.0,2026-07-14,60,,
2026-05-15,Noodles,12.0,pack,60.0,720.0,2026-06-14,30,,
2026-05-16,Strawberry,6.8,kg,180.0,1224.0,2026-05-21,5,,
2026-05-17,Oreo,12.0,pack,95.0,1140.0,2026-09-14,120,,
2026-05-18,Chocolate Syrup,9.1,liter,220.0,2002.0,2026-08-16,90,,
2026-05-19,Milk,5.5,liter,90.0,495.0,2026-05-26,7,,
2026-05-19,Caramel Syrup,11.7,liter,210.0,2457.0,2026-08-17,90,,
2026-05-19,Chicken,7.5,kg,220.0,1650.0,2026-05-23,4,,
2026-05-22,Coffee Beans,11.3,kg,850.0,9605.0,2026-07-21,60,,
2026-05-22,Oreo,4.0,pack,95.0,380.0,2026-09-19,120,,
2026-05-23,Strawberry,10.7,kg,180.0,1926.0,2026-05-28,5,,
2026-05-24,Chicken,8.1,kg,220.0,1782.0,2026-05-28,4,,
2026-05-25,Milk,6.4,liter,90.0,576.0,2026-06-01,7,,
2026-05-25,Fresh Cream,5.3,liter,180.0,954.0,2026-06-04,10,,
2026-05-25,Caramel Syrup,11.5,liter,210.0,2415.0,2026-08-23,90,,
2026-05-25,Cheese,5.8,kg,380.0,2204.0,2026-06-15,21,,
2026-05-26,Matcha Powder,11.6,kg,950.0,11020.0,2026-11-22,180,,
2026-05-27,Oreo,12.0,pack,95.0,1140.0,2026-09-24,120,,
2026-05-27,Potatoes,11.2,kg,70.0,784.0,2026-06-10,14,,
2026-05-28,Chocolate Syrup,10.8,liter,220.0,2376.0,2026-08-26,90,,
2026-05-28,Bread,8.0,pack,75.0,600.0,2026-06-01,4,,
2026-05-29,Coffee Beans,5.6,kg,850.0,4760.0,2026-07-28,60,,
2026-05-29,Chicken,11.7,kg,220.0,2574.0,2026-06-02,4,,
2026-05-29,Noodles,8.0,pack,60.0,480.0,2026-06-28,30,,
2026-05-30,Strawberry,5.0,kg,180.0,900.0,2026-06-04,5,,
2026-05-31,Milk,6.4,liter,90.0,576.0,2026-06-07,7,,
2026-05-31,Caramel Syrup,8.3,liter,210.0,1743.0,2026-08-29,90,,
2026-06-01,Oreo,12.0,pack,95.0,1140.0,2026-09-29,120,,
2026-06-03,Chicken,9.1,kg,220.0,2002.0,2026-06-07,4,,
2026-06-05,Coffee Beans,8.7,kg,850.0,7395.0,2026-08-04,60,,
2026-06-06,Milk,8.6,liter,90.0,774.0,2026-06-13,7,,
2026-06-06,Caramel Syrup,5.4,liter,210.0,1134.0,2026-09-04,90,,
2026-06-06,Oreo,13.0,pack,95.0,1235.0,2026-10-04,120,,
2026-06-06,Strawberry,9.8,kg,180.0,1764.0,2026-06-11,5,,
2026-06-07,Chocolate Syrup,8.8,liter,220.0,1936.0,2026-09-05,90,,
2026-06-08,Fresh Cream,10.7,liter,180.0,1926.0,2026-06-18,10,,
2026-06-08,Chicken,8.5,kg,220.0,1870.0,2026-06-12,4,,
2026-06-08,Cheese,10.6,kg,380.0,4028.0,2026-06-29,21,,
2026-06-09,Matcha Powder,4.2,kg,950.0,3990.0,2026-12-06,180,,
2026-06-10,Potatoes,4.4,kg,70.0,308.0,2026-06-24,14,,
2026-06-11,Oreo,14.0,pack,95.0,1330.0,2026-10-09,120,,
2026-06-11,Bread,13.0,pack,75.0,975.0,2026-06-15,4,,
2026-06-12,Coffee Beans,6.1,kg,850.0,5185.0,2026-08-11,60,,
2026-06-12,Milk,5.7,liter,90.0,513.0,2026-06-19,7,,
2026-06-12,Caramel Syrup,8.6,liter,210.0,1806.0,2026-09-10,90,,
2026-06-12,Noodles,13.0,pack,60.0,780.0,2026-07-12,30,,
2026-06-13,Strawberry,9.1,kg,180.0,1638.0,2026-06-18,5,,
2026-06-13,Chicken,8.0,kg,220.0,1760.0,2026-06-17,4,,
2026-06-16,Oreo,14.0,pack,95.0,1330.0,2026-10-14,120,,
2026-06-17,Chocolate Syrup,8.4,liter,220.0,1848.0,2026-09-15,90,,
2026-06-18,Milk,9.1,liter,90.0,819.0,2026-06-25,7,,
2026-06-18,Caramel Syrup,6.4,liter,210.0,1344.0,2026-09-16,90,,
2026-06-18,Chicken,6.0,kg,220.0,1320.0,2026-06-22,4,,
2026-06-19,Coffee Beans,10.5,kg,850.0,8925.0,2026-08-18,60,,
2026-06-20,Strawberry,7.2,kg,180.0,1296.0,2026-06-25,5,,
2026-06-21,Oreo,11.0,pack,95.0,1045.0,2026-10-19,120,,
2026-06-22,Fresh Cream,4.6,liter,180.0,828.0,2026-07-02,10,,
2026-06-22,Cheese,4.5,kg,380.0,1710.0,2026-07-13,21,,
2026-06-23,Matcha Powder,7.5,kg,950.0,7125.0,2026-12-20,180,,
2026-06-23,Chicken,7.9,kg,220.0,1738.0,2026-06-27,4,,
2026-06-24,Milk,5.6,liter,90.0,504.0,2026-07-01,7,,
2026-06-24,Caramel Syrup,8.9,liter,210.0,1869.0,2026-09-22,90,,
2026-06-24,Potatoes,6.5,kg,70.0,455.0,2026-07-08,14,,
2026-06-25,Bread,15.0,pack,75.0,1125.0,2026-06-29,4,,
2026-06-26,Coffee Beans,6.6,kg,850.0,5610.0,2026-08-25,60,,
2026-06-26,Oreo,9.0,pack,95.0,855.0,2026-10-24,120,,
2026-06-26,Noodles,10.0,pack,60.0,600.0,2026-07-26,30,,
2026-06-27,Chocolate Syrup,5.0,liter,220.0,1100.0,2026-09-25,90,,
2026-06-27,Strawberry,7.0,kg,180.0,1260.0,2026-07-02,5,,
2026-06-28,Chicken,8.5,kg,220.0,1870.0,2026-07-02,4,,
2026-06-30,Milk,6.6,liter,90.0,594.0,2026-07-07,7,,
2026-06-30,Caramel Syrup,7.7,liter,210.0,1617.0,2026-09-28,90,,
2026-07-01,Oreo,8.0,pack,95.0,760.0,2026-10-29,120,,
2026-07-03,Coffee Beans,7.6,kg,850.0,6460.0,2026-09-01,60,,
2026-07-03,Chicken,5.1,kg,220.0,1122.0,2026-07-07,4,,
2026-07-04,Strawberry,4.4,kg,180.0,792.0,2026-07-09,5,,
2026-07-06,Milk,11.6,liter,90.0,1044.0,2026-07-13,7,,
2026-07-06,Fresh Cream,10.9,liter,180.0,1962.0,2026-07-16,10,,
2026-07-06,Caramel Syrup,7.3,liter,210.0,1533.0,2026-10-04,90,,
2026-07-06,Oreo,6.0,pack,95.0,570.0,2026-11-03,120,,
2026-07-06,Cheese,10.5,kg,380.0,3990.0,2026-07-27,21,,
2026-07-07,Chocolate Syrup,11.5,liter,220.0,2530.0,2026-10-05,90,,
2026-07-07,Matcha Powder,9.8,kg,950.0,9310.0,2027-01-03,180,,
2026-07-08,Chicken,5.5,kg,220.0,1210.0,2026-07-12,4,,
2026-07-08,Potatoes,5.3,kg,70.0,371.0,2026-07-22,14,,
2026-07-09,Bread,12.0,pack,75.0,900.0,2026-07-13,4,,
2026-07-10,Coffee Beans,7.7,kg,850.0,6545.0,2026-09-08,60,,
2026-07-10,Noodles,8.0,pack,60.0,480.0,2026-08-09,30,,
2026-07-11,Oreo,11.0,pack,95.0,1045.0,2026-11-08,120,,
2026-07-11,Strawberry,4.2,kg,180.0,756.0,2026-07-16,5,,
2026-07-12,Milk,11.6,liter,90.0,1044.0,2026-07-19,7,,
2026-07-12,Caramel Syrup,8.0,liter,210.0,1680.0,2026-10-10,90,,
2026-07-13,Chicken,11.7,kg,220.0,2574.0,2026-07-17,4,,
2026-07-16,Oreo,7.0,pack,95.0,665.0,2026-11-13,120,,
2026-07-17,Coffee Beans,8.7,kg,850.0,7395.0,2026-09-15,60,,
2026-07-17,Chocolate Syrup,4.4,liter,220.0,968.0,2026-10-15,90,,
2026-07-18,Milk,6.3,liter,90.0,567.0,2026-07-25,7,,
2026-07-18,Caramel Syrup,8.8,liter,210.0,1848.0,2026-10-16,90,,
2026-07-18,Strawberry,10.7,kg,180.0,1926.0,2026-07-23,5,,
2026-07-18,Chicken,9.4,kg,220.0,2068.0,2026-07-22,4,,
2026-07-20,Fresh Cream,6.3,liter,180.0,1134.0,2026-07-30,10,,
2026-07-20,Cheese,4.1,kg,380.0,1558.0,2026-08-10,21,,
2026-07-21,Oreo,5.0,pack,95.0,475.0,2026-11-18,120,,
2026-07-21,Matcha Powder,7.4,kg,950.0,7030.0,2027-01-17,180,,
2026-07-22,Potatoes,11.1,kg,70.0,777.0,2026-08-05,14,,
2026-07-23,Chicken,9.8,kg,220.0,2156.0,2026-07-27,4,,
2026-07-23,Bread,10.0,pack,75.0,750.0,2026-07-27,4,,
2026-07-24,Coffee Beans,6.9,kg,850.0,5865.0,2026-09-22,60,,
2026-07-24,Milk,7.2,liter,90.0,648.0,2026-07-31,7,,
2026-07-24,Caramel Syrup,8.6,liter,210.0,1806.0,2026-10-22,90,,
2026-07-24,Noodles,7.0,pack,60.0,420.0,2026-08-23,30,,
2026-07-25,Strawberry,6.9,kg,180.0,1242.0,2026-07-30,5,,
2026-07-26,Oreo,8.0,pack,95.0,760.0,2026-11-23,120,,
2026-07-27,Chocolate Syrup,4.6,liter,220.0,1012.0,2026-10-25,90,,
2026-07-28,Chicken,8.0,kg,220.0,1760.0,2026-08-01,4,,
2026-07-30,Milk,10.1,liter,90.0,909.0,2026-08-06,7,,
2026-07-30,Caramel Syrup,6.2,liter,210.0,1302.0,2026-10-28,90,,
2026-07-31,Coffee Beans,11.9,kg,850.0,10115.0,2026-09-29,60,,
2026-07-31,Oreo,14.0,pack,95.0,1330.0,2026-11-28,120,,
2026-08-01,Strawberry,8.9,kg,180.0,1602.0,2026-08-06,5,,
2026-08-02,Chicken,5.0,kg,220.0,1100.0,2026-08-06,4,,
2026-08-03,Fresh Cream,4.8,liter,180.0,864.0,2026-08-13,10,,
2026-08-03,Cheese,7.0,kg,380.0,2660.0,2026-08-24,21,,
2026-08-04,Matcha Powder,11.9,kg,950.0,11305.0,2027-01-31,180,,
2026-08-05,Milk,8.5,liter,90.0,765.0,2026-08-12,7,,
2026-08-05,Caramel Syrup,6.9,liter,210.0,1449.0,2026-11-03,90,,
2026-08-05,Oreo,6.0,pack,95.0,570.0,2026-12-03,120,,
2026-08-05,Potatoes,5.6,kg,70.0,392.0,2026-08-19,14,,
2026-08-06,Chocolate Syrup,8.1,liter,220.0,1782.0,2026-11-04,90,,
2026-08-06,Bread,12.0,pack,75.0,900.0,2026-08-10,4,,
2026-08-07,Coffee Beans,4.3,kg,850.0,3655.0,2026-10-06,60,,
2026-08-07,Chicken,4.3,kg,220.0,946.0,2026-08-11,4,,
2026-08-07,Noodles,15.0,pack,60.0,900.0,2026-09-06,30,,
2026-08-08,Strawberry,6.7,kg,180.0,1206.0,2026-08-13,5,,
2026-08-10,Oreo,11.0,pack,95.0,1045.0,2026-12-08,120,,
2026-08-11,Milk,8.2,liter,90.0,738.0,2026-08-18,7,,
2026-08-11,Caramel Syrup,5.2,liter,210.0,1092.0,2026-11-09,90,,
2026-08-12,Chicken,11.1,kg,220.0,2442.0,2026-08-16,4,,
2026-08-14,Coffee Beans,5.1,kg,850.0,4335.0,2026-10-13,60,,
2026-08-15,Oreo,13.0,pack,95.0,1235.0,2026-12-13,120,,
2026-08-15,Strawberry,6.5,kg,180.0,1170.0,2026-08-20,5,,
2026-08-16,Chocolate Syrup,7.1,liter,220.0,1562.0,2026-11-14,90,,
2026-08-17,Milk,8.9,liter,90.0,801.0,2026-08-24,7,,
2026-08-17,Fresh Cream,10.7,liter,180.0,1926.0,2026-08-27,10,,
2026-08-17,Caramel Syrup,8.7,liter,210.0,1827.0,2026-11-15,90,,
2026-08-17,Chicken,8.1,kg,220.0,1782.0,2026-08-21,4,,
2026-08-17,Cheese,8.1,kg,380.0,3078.0,2026-09-07,21,,
2026-08-18,Matcha Powder,7.9,kg,950.0,7505.0,2027-02-14,180,,
2026-08-19,Potatoes,8.5,kg,70.0,595.0,2026-09-02,14,,
2026-08-20,Oreo,11.0,pack,95.0,1045.0,2026-12-18,120,,
2026-08-20,Bread,4.0,pack,75.0,300.0,2026-08-24,4,,
2026-08-21,Coffee Beans,6.9,kg,850.0,5865.0,2026-10-20,60,,
2026-08-21,Noodles,14.0,pack,60.0,840.0,2026-09-20,30,,
2026-08-22,Strawberry,4.9,kg,180.0,882.0,2026-08-27,5,,
2026-08-22,Chicken,7.3,kg,220.0,1606.0,2026-08-26,4,,
2026-08-23,Milk,6.5,liter,90.0,585.0,2026-08-30,7,,
2026-08-23,Caramel Syrup,11.2,liter,210.0,2352.0,2026-11-21,90,,
2026-08-25,Oreo,15.0,pack,95.0,1425.0,2026-12-23,120,,
2026-08-26,Chocolate Syrup,9.0,liter,220.0,1980.0,2026-11-24,90,,
2026-08-27,Chicken,8.8,kg,220.0,1936.0,2026-08-31,4,,
2026-08-28,Coffee Beans,6.1,kg,850.0,5185.0,2026-10-27,60,,
2026-08-29,Milk,9.2,liter,90.0,828.0,2026-09-05,7,,
2026-08-29,Caramel Syrup,11.8,liter,210.0,2478.0,2026-11-27,90,,
2026-08-29,Strawberry,8.6,kg,180.0,1548.0,2026-09-03,5,,
2026-08-30,Oreo,7.0,pack,95.0,665.0,2026-12-28,120,,
2026-08-31,Fresh Cream,9.8,liter,180.0,1764.0,2026-09-10,10,,
2026-08-31,Cheese,8.7,kg,380.0,3306.0,2026-09-21,21,,
2026-09-01,Matcha Powder,5.4,kg,950.0,5130.0,2027-02-28,180,,
2026-09-01,Chicken,9.0,kg,220.0,1980.0,2026-09-05,4,,
2026-09-02,Potatoes,9.0,kg,70.0,630.0,2026-09-16,14,,
2026-09-03,Bread,10.0,pack,75.0,750.0,2026-09-07,4,,
2026-09-04,Coffee Beans,5.2,kg,850.0,4420.0,2026-11-03,60,,
2026-09-04,Milk,9.4,liter,90.0,846.0,2026-09-11,7,,
2026-09-04,Caramel Syrup,4.3,liter,210.0,903.0,2026-12-03,90,,
2026-09-04,Oreo,15.0,pack,95.0,1425.0,2027-01-02,120,,
2026-09-04,Noodles,5.0,pack,60.0,300.0,2026-10-04,30,,
